"Online.boarding","Flight.Distance","Inflight.wifi.service","Departure.Arrival.time.convenient","Inflight.entertainment","Leg.room.service","Checkin.service","On.board.service","Ease.of.Online.booking","satisfaction"
4,239,2,5,2,2,2,2,5,"neutral or dissatisfied"
3,3240,1,1,1,1,4,1,1,"neutral or dissatisfied"
5,119,5,5,5,2,1,5,3,"satisfied"
5,964,2,2,5,2,3,2,2,"satisfied"
3,2791,3,2,3,4,4,1,2,"neutral or dissatisfied"
2,2457,0,4,3,3,2,2,0,"satisfied"
5,1174,5,5,2,5,5,3,5,"satisfied"
5,2481,2,2,5,5,3,5,2,"satisfied"
4,763,4,4,4,3,3,2,4,"satisfied"
5,1201,4,0,3,3,4,5,5,"satisfied"
2,325,2,3,2,3,2,3,2,"neutral or dissatisfied"
4,1080,3,3,3,2,1,3,2,"neutral or dissatisfied"
2,247,2,2,4,4,4,3,2,"neutral or dissatisfied"
4,227,4,4,3,2,3,4,4,"neutral or dissatisfied"
2,2054,3,3,5,5,5,5,3,"satisfied"
3,605,3,3,3,4,4,1,3,"neutral or dissatisfied"
2,954,2,4,1,5,3,3,2,"neutral or dissatisfied"
4,3078,1,3,1,1,4,1,3,"neutral or dissatisfied"
5,2831,1,1,4,4,3,4,1,"satisfied"
2,2199,5,5,5,5,1,5,5,"satisfied"
2,601,2,4,1,2,3,3,2,"neutral or dissatisfied"
3,1660,2,2,5,4,4,5,2,"satisfied"
0,199,2,4,4,3,3,3,0,"neutral or dissatisfied"
4,666,4,1,4,4,4,1,1,"neutral or dissatisfied"
5,438,2,5,4,2,4,4,2,"neutral or dissatisfied"
2,3392,2,2,2,2,3,2,4,"neutral or dissatisfied"
5,3955,4,5,4,4,3,4,4,"satisfied"
1,2556,1,5,3,3,1,2,1,"neutral or dissatisfied"
2,277,2,2,2,1,2,2,2,"neutral or dissatisfied"
4,1845,4,4,5,5,4,5,4,"satisfied"
3,337,3,4,2,2,4,4,3,"neutral or dissatisfied"
2,1997,2,5,2,2,4,3,5,"neutral or dissatisfied"
5,861,5,5,4,4,4,4,5,"satisfied"
5,2668,1,1,3,3,4,3,1,"satisfied"
5,369,4,3,4,4,4,4,3,"satisfied"
2,3438,2,5,2,5,1,4,5,"neutral or dissatisfied"
5,872,4,5,2,5,4,5,5,"satisfied"
3,204,3,2,4,3,1,3,3,"neutral or dissatisfied"
5,342,1,1,4,4,3,4,1,"satisfied"
3,912,3,3,4,3,3,3,3,"neutral or dissatisfied"
2,216,2,4,4,3,4,5,2,"neutral or dissatisfied"
4,733,4,1,5,1,1,2,4,"neutral or dissatisfied"
5,2491,1,1,5,5,3,5,1,"satisfied"
1,391,1,4,1,1,2,2,4,"neutral or dissatisfied"
2,748,2,4,2,2,4,4,2,"neutral or dissatisfied"
1,1041,1,5,5,3,5,3,1,"neutral or dissatisfied"
3,255,3,0,5,3,5,5,3,"neutral or dissatisfied"
4,692,4,2,4,1,4,1,4,"satisfied"
5,1121,3,3,4,4,4,4,3,"satisfied"
1,971,1,2,3,5,4,1,1,"neutral or dissatisfied"
1,480,1,4,3,2,5,5,1,"neutral or dissatisfied"
2,248,2,4,5,2,3,4,2,"neutral or dissatisfied"
4,1065,2,3,2,2,4,2,3,"neutral or dissatisfied"
2,781,1,2,5,5,2,1,2,"neutral or dissatisfied"
2,657,2,1,2,5,4,1,1,"neutral or dissatisfied"
5,2252,1,1,3,4,3,3,1,"satisfied"
4,1598,4,5,4,3,2,1,5,"satisfied"
3,1105,3,3,2,3,1,4,3,"neutral or dissatisfied"
5,411,5,3,5,2,1,4,3,"satisfied"
2,622,2,3,2,3,2,1,3,"neutral or dissatisfied"
5,2753,5,5,4,4,4,4,5,"satisfied"
4,1479,4,3,1,5,3,2,3,"neutral or dissatisfied"
5,925,1,1,4,4,3,4,1,"satisfied"
4,1956,4,4,3,3,5,3,3,"satisfied"
4,1050,4,4,4,5,4,1,4,"neutral or dissatisfied"
3,1205,3,1,4,1,2,4,3,"neutral or dissatisfied"
4,782,4,4,5,2,3,3,4,"satisfied"
3,2936,3,2,3,3,4,3,2,"neutral or dissatisfied"
5,1744,2,2,5,4,4,3,2,"satisfied"
4,2669,4,4,4,4,4,4,1,"satisfied"
5,2614,5,3,1,5,5,4,3,"satisfied"
1,667,1,0,2,2,5,1,1,"neutral or dissatisfied"
4,1978,1,1,5,5,5,5,1,"satisfied"
4,230,3,2,3,3,4,3,2,"neutral or dissatisfied"
2,1312,2,1,4,4,2,2,2,"neutral or dissatisfied"
3,631,3,4,5,4,5,3,3,"neutral or dissatisfied"
3,666,3,5,5,3,5,3,3,"neutral or dissatisfied"
5,1875,1,1,4,5,5,5,1,"satisfied"
5,3316,5,5,4,4,4,4,5,"satisfied"
5,214,3,1,5,1,2,3,3,"satisfied"
4,208,4,3,2,2,2,2,4,"neutral or dissatisfied"
2,1598,2,5,1,4,3,4,4,"satisfied"
5,669,2,1,5,3,3,5,2,"satisfied"
3,325,3,2,3,2,3,1,2,"neutral or dissatisfied"
4,1007,3,1,4,3,4,4,1,"neutral or dissatisfied"
2,231,3,1,1,5,3,2,2,"neutral or dissatisfied"
5,140,1,1,5,5,4,5,1,"satisfied"
5,2301,4,4,4,4,3,4,4,"satisfied"
4,295,4,2,1,2,4,4,4,"neutral or dissatisfied"
5,907,5,5,5,5,4,4,5,"satisfied"
3,432,3,3,4,4,5,3,3,"neutral or dissatisfied"
2,835,2,2,1,3,1,4,2,"neutral or dissatisfied"
3,989,3,3,2,4,4,3,3,"neutral or dissatisfied"
4,270,0,0,2,2,4,2,0,"satisfied"
4,414,2,4,5,2,3,5,2,"neutral or dissatisfied"
2,1379,2,2,2,3,3,1,2,"neutral or dissatisfied"
2,337,2,0,3,5,4,3,2,"neutral or dissatisfied"
2,1035,2,2,1,3,2,4,2,"neutral or dissatisfied"
3,1129,3,5,5,2,3,3,3,"neutral or dissatisfied"
3,612,3,3,4,1,2,4,3,"neutral or dissatisfied"
0,257,0,4,5,5,3,5,0,"satisfied"
1,1753,1,2,1,4,3,3,2,"neutral or dissatisfied"
0,255,1,3,3,1,1,4,0,"neutral or dissatisfied"
2,442,2,2,2,5,4,3,2,"neutral or dissatisfied"
4,3599,1,1,3,4,4,3,1,"satisfied"
4,407,4,4,5,1,1,2,4,"neutral or dissatisfied"
3,588,3,0,3,4,1,4,3,"neutral or dissatisfied"
2,304,2,4,4,2,3,5,2,"neutral or dissatisfied"
5,1046,4,2,5,5,1,3,5,"neutral or dissatisfied"
0,570,0,5,4,4,4,3,0,"satisfied"
5,331,5,0,3,4,3,3,5,"satisfied"
3,2340,1,1,1,1,1,1,1,"neutral or dissatisfied"
4,328,3,5,2,5,5,2,5,"neutral or dissatisfied"
2,838,2,2,5,3,5,1,2,"neutral or dissatisfied"
4,166,4,4,3,3,4,3,4,"satisfied"
2,1947,2,4,1,5,3,3,2,"neutral or dissatisfied"
2,1825,1,4,1,3,4,4,2,"neutral or dissatisfied"
4,1080,3,4,4,1,5,1,4,"neutral or dissatisfied"
4,448,4,4,4,5,3,5,4,"neutral or dissatisfied"
4,1491,3,1,3,3,4,3,4,"neutral or dissatisfied"
5,3414,2,2,5,5,3,5,2,"satisfied"
5,216,4,2,4,4,4,4,5,"satisfied"
1,342,1,2,3,4,3,4,1,"neutral or dissatisfied"
2,361,2,3,2,4,2,4,3,"neutral or dissatisfied"
5,2154,2,2,2,2,4,2,2,"satisfied"
4,259,4,0,5,3,3,3,4,"neutral or dissatisfied"
3,678,3,4,2,3,3,3,3,"neutral or dissatisfied"
3,907,1,2,5,1,1,5,1,"neutral or dissatisfied"
4,986,4,4,5,5,4,5,2,"satisfied"
2,464,2,5,3,3,3,3,2,"neutral or dissatisfied"
5,89,5,4,5,5,2,1,4,"satisfied"
5,3924,2,2,4,4,3,4,2,"satisfied"
4,162,3,5,1,3,4,1,3,"neutral or dissatisfied"
5,862,5,5,5,5,5,5,5,"satisfied"
3,546,3,1,5,4,4,1,3,"neutral or dissatisfied"
3,600,3,2,4,4,2,3,3,"neutral or dissatisfied"
5,541,3,4,4,3,3,4,3,"neutral or dissatisfied"
4,576,4,1,4,1,4,4,1,"satisfied"
3,507,3,3,3,5,3,4,3,"neutral or dissatisfied"
3,579,3,3,3,3,4,3,1,"neutral or dissatisfied"
4,3568,1,1,3,4,4,3,1,"satisfied"
4,2270,5,5,5,5,4,5,5,"satisfied"
3,1069,1,2,1,1,4,1,1,"neutral or dissatisfied"
2,1389,2,2,5,2,5,5,2,"neutral or dissatisfied"
3,308,4,2,4,4,1,4,2,"neutral or dissatisfied"
3,2172,2,3,3,1,4,3,3,"neutral or dissatisfied"
3,2541,4,3,4,4,2,4,2,"neutral or dissatisfied"
4,2747,1,1,5,5,3,5,5,"satisfied"
4,429,1,1,4,4,1,5,1,"satisfied"
4,399,4,4,4,3,4,5,4,"satisfied"
5,977,4,2,4,3,2,4,5,"neutral or dissatisfied"
2,308,2,0,5,2,1,2,2,"neutral or dissatisfied"
5,3430,1,1,4,4,4,4,1,"satisfied"
2,667,2,4,2,3,4,2,4,"neutral or dissatisfied"
5,1355,3,4,5,3,5,5,3,"neutral or dissatisfied"
3,337,3,4,3,4,4,3,4,"neutral or dissatisfied"
2,717,3,5,3,3,2,3,5,"neutral or dissatisfied"
4,501,2,3,2,2,4,2,4,"neutral or dissatisfied"
5,3722,3,3,4,5,5,4,3,"satisfied"
5,1172,4,4,3,4,5,3,4,"neutral or dissatisfied"
1,641,1,1,1,5,5,5,1,"neutral or dissatisfied"
1,451,1,5,1,4,5,4,1,"neutral or dissatisfied"
3,1345,2,2,5,3,4,3,3,"neutral or dissatisfied"
1,1754,1,5,3,4,1,2,1,"neutral or dissatisfied"
4,226,4,5,5,5,3,4,4,"neutral or dissatisfied"
0,216,4,0,4,2,4,5,0,"neutral or dissatisfied"
5,1486,0,5,1,2,4,1,0,"satisfied"
2,550,2,2,1,4,4,4,2,"neutral or dissatisfied"
4,312,4,4,3,2,4,3,4,"neutral or dissatisfied"
3,1119,3,3,5,4,4,1,3,"neutral or dissatisfied"
2,1371,2,2,5,2,3,4,2,"neutral or dissatisfied"
4,529,3,3,5,5,3,5,3,"satisfied"
4,882,4,1,4,2,1,2,4,"satisfied"
2,1918,2,4,2,3,2,2,1,"neutral or dissatisfied"
2,820,2,2,5,4,4,3,2,"neutral or dissatisfied"
0,507,0,0,5,5,4,4,0,"satisfied"
4,907,5,5,4,4,4,4,5,"satisfied"
4,500,3,5,5,3,4,5,3,"neutral or dissatisfied"
3,163,2,0,4,1,2,5,3,"neutral or dissatisfied"
5,308,3,4,4,4,3,4,3,"satisfied"
3,2333,1,4,1,1,4,1,4,"neutral or dissatisfied"
2,247,2,4,2,2,2,2,4,"neutral or dissatisfied"
3,1303,3,2,3,3,4,3,4,"neutral or dissatisfied"
1,2475,2,5,1,5,1,3,2,"neutral or dissatisfied"
3,230,3,2,3,5,3,3,2,"neutral or dissatisfied"
4,1259,4,2,4,1,2,3,2,"neutral or dissatisfied"
3,2576,3,3,5,5,2,5,3,"satisfied"
3,594,2,4,2,2,4,2,2,"neutral or dissatisfied"
4,784,4,4,2,5,4,4,4,"neutral or dissatisfied"
5,383,2,4,5,2,4,5,2,"neutral or dissatisfied"
3,1204,1,1,1,1,2,1,1,"neutral or dissatisfied"
3,1034,1,1,4,4,4,4,1,"satisfied"
5,3477,5,5,5,5,3,5,5,"satisfied"
2,631,2,4,2,5,2,1,4,"neutral or dissatisfied"
4,3743,1,1,4,4,5,4,1,"satisfied"
1,1504,1,1,4,5,2,4,5,"satisfied"
4,3547,0,5,4,4,4,4,0,"satisfied"
4,2374,5,5,5,4,4,5,5,"satisfied"
4,3509,4,4,2,2,5,2,4,"satisfied"
3,1499,1,1,1,1,4,1,1,"neutral or dissatisfied"
3,944,3,3,4,4,2,2,3,"neutral or dissatisfied"
3,2569,4,5,4,4,2,4,5,"neutral or dissatisfied"
4,2218,5,4,5,5,4,5,5,"satisfied"
5,345,3,3,4,4,5,4,3,"satisfied"
1,871,1,4,1,4,2,2,4,"neutral or dissatisfied"
5,363,5,0,5,2,5,4,5,"satisfied"
4,1488,5,5,4,4,5,4,5,"satisfied"
2,1585,2,2,1,4,3,4,2,"neutral or dissatisfied"
4,265,4,3,4,2,3,3,3,"neutral or dissatisfied"
5,873,3,3,5,4,2,5,3,"satisfied"
2,3634,5,5,2,4,4,3,5,"satisfied"
4,566,4,1,4,4,4,3,4,"neutral or dissatisfied"
3,143,1,1,5,5,5,5,1,"satisfied"
2,544,2,0,5,2,3,3,2,"neutral or dissatisfied"
4,317,2,3,2,2,2,2,3,"neutral or dissatisfied"
5,1127,2,2,4,5,3,3,2,"satisfied"
2,2173,2,2,1,4,4,4,2,"neutral or dissatisfied"
4,240,2,2,5,5,3,5,2,"satisfied"
3,843,3,4,4,4,4,3,3,"neutral or dissatisfied"
4,1499,5,5,5,5,3,5,5,"satisfied"
3,633,5,1,5,4,3,5,3,"neutral or dissatisfied"
4,2114,5,5,4,4,4,4,5,"satisfied"
4,1438,4,4,2,3,4,2,4,"satisfied"
1,997,1,2,3,4,4,1,1,"neutral or dissatisfied"
4,312,3,3,4,2,5,4,2,"satisfied"
4,495,4,1,4,5,5,2,1,"satisfied"
4,307,4,2,4,5,4,4,4,"satisfied"
4,1265,4,4,3,3,3,1,4,"neutral or dissatisfied"
4,429,4,5,3,3,4,5,4,"neutral or dissatisfied"
2,1671,2,3,2,3,2,3,2,"neutral or dissatisfied"
5,1541,4,4,3,3,5,3,4,"satisfied"
3,2309,2,3,2,3,1,1,3,"neutral or dissatisfied"
1,1069,1,5,2,2,3,3,1,"neutral or dissatisfied"
4,569,4,4,1,4,4,4,4,"neutral or dissatisfied"
5,1431,5,5,4,4,5,4,5,"satisfied"
4,2018,2,5,4,3,1,5,2,"satisfied"
3,639,3,5,5,3,3,3,3,"neutral or dissatisfied"
3,1342,3,5,1,2,4,5,3,"neutral or dissatisfied"
3,199,3,3,1,3,2,1,3,"neutral or dissatisfied"
2,954,2,2,4,1,3,2,2,"neutral or dissatisfied"
3,448,1,1,5,5,2,5,1,"satisfied"
2,1900,1,2,5,4,4,5,2,"neutral or dissatisfied"
2,2139,2,5,1,2,3,5,2,"neutral or dissatisfied"
5,1399,4,4,5,4,4,4,4,"satisfied"
4,1684,3,3,4,5,4,3,2,"satisfied"
3,2845,4,4,4,4,4,4,4,"satisfied"
4,293,0,0,4,4,3,4,0,"satisfied"
4,1303,4,4,4,3,4,4,1,"neutral or dissatisfied"
4,118,3,3,5,5,3,5,3,"satisfied"
3,1134,3,4,5,4,5,3,3,"neutral or dissatisfied"
4,3711,4,4,5,5,3,5,4,"satisfied"
4,1190,4,4,5,1,1,3,4,"satisfied"
5,468,5,5,2,3,5,4,5,"satisfied"
4,1861,2,2,4,4,3,4,2,"satisfied"
1,373,1,3,4,1,4,2,1,"neutral or dissatisfied"
3,534,3,1,3,2,2,1,3,"neutral or dissatisfied"
5,3133,4,1,4,5,5,4,4,"satisfied"
3,2580,3,2,3,3,2,3,2,"neutral or dissatisfied"
3,2588,3,3,3,5,4,4,3,"neutral or dissatisfied"
4,413,4,5,2,3,4,2,3,"satisfied"
5,460,5,2,5,2,2,4,2,"satisfied"
2,391,5,2,5,5,4,5,2,"satisfied"
1,1069,1,5,5,3,5,3,1,"neutral or dissatisfied"
4,431,4,5,3,4,5,3,4,"satisfied"
4,332,3,5,4,3,3,4,3,"neutral or dissatisfied"
5,3987,3,3,3,4,4,3,3,"satisfied"
5,371,5,5,4,5,4,4,5,"satisfied"
4,280,4,2,3,3,1,4,2,"satisfied"
5,2174,5,5,5,2,3,4,5,"satisfied"
1,224,1,1,1,1,3,2,1,"neutral or dissatisfied"
5,859,5,5,5,4,5,4,5,"satisfied"
5,460,3,5,4,3,4,4,3,"neutral or dissatisfied"
1,1061,2,1,3,4,4,1,1,"neutral or dissatisfied"
1,737,1,1,1,5,4,2,1,"neutral or dissatisfied"
5,187,5,0,2,2,3,3,5,"satisfied"
5,3873,5,5,4,4,3,4,5,"satisfied"
4,448,2,4,2,2,1,2,4,"neutral or dissatisfied"
4,1061,2,4,3,2,5,3,2,"neutral or dissatisfied"
4,1340,1,1,4,4,5,4,3,"satisfied"
4,1639,0,0,3,3,5,3,0,"satisfied"
2,505,2,1,5,2,1,3,2,"neutral or dissatisfied"
1,622,4,5,5,4,2,5,4,"satisfied"
2,748,2,2,3,3,2,1,2,"neutral or dissatisfied"
1,163,5,5,3,4,1,3,4,"satisfied"
4,480,1,1,4,3,5,3,1,"satisfied"
0,272,0,0,1,4,1,4,0,"satisfied"
4,3534,2,3,2,3,3,2,3,"neutral or dissatisfied"
2,1258,2,5,3,2,3,4,2,"neutral or dissatisfied"
2,197,3,3,3,3,2,3,3,"neutral or dissatisfied"
4,2556,4,5,2,1,4,4,5,"neutral or dissatisfied"
2,552,3,3,4,3,3,4,3,"neutral or dissatisfied"
2,304,2,0,2,5,4,1,2,"neutral or dissatisfied"
5,229,5,5,5,1,2,4,5,"satisfied"
5,236,5,3,5,5,3,1,3,"satisfied"
4,3854,3,5,3,3,2,3,5,"neutral or dissatisfied"
4,488,2,4,2,5,5,3,4,"neutral or dissatisfied"
2,862,4,1,4,4,3,4,1,"neutral or dissatisfied"
2,190,2,4,1,3,3,3,2,"neutral or dissatisfied"
4,547,3,5,5,4,1,4,3,"neutral or dissatisfied"
2,977,2,2,5,5,5,1,2,"neutral or dissatisfied"
3,296,4,1,4,3,4,4,3,"neutral or dissatisfied"
4,1173,4,4,2,4,2,2,4,"neutral or dissatisfied"
4,1774,4,4,4,4,4,4,4,"satisfied"
3,452,3,2,4,4,1,4,3,"neutral or dissatisfied"
2,119,3,3,4,4,1,4,3,"satisfied"
4,1010,5,5,5,3,4,4,5,"satisfied"
2,199,2,0,1,3,5,4,2,"neutral or dissatisfied"
3,1814,3,1,3,4,1,1,1,"neutral or dissatisfied"
3,712,3,5,2,5,3,5,3,"neutral or dissatisfied"
4,2205,3,3,5,4,4,5,3,"satisfied"
3,280,3,5,3,3,2,3,5,"neutral or dissatisfied"
1,262,1,2,2,4,3,2,1,"neutral or dissatisfied"
2,653,3,3,5,5,1,5,3,"satisfied"
3,409,3,5,2,2,5,5,3,"neutral or dissatisfied"
5,224,5,2,5,3,1,2,2,"satisfied"
4,597,2,1,3,4,3,3,2,"satisfied"
4,1506,1,1,5,5,4,5,1,"satisfied"
4,373,4,3,2,2,3,2,4,"neutral or dissatisfied"
4,446,4,4,3,4,5,3,4,"neutral or dissatisfied"
3,1368,3,4,5,5,4,5,3,"neutral or dissatisfied"
1,2443,1,5,1,5,4,4,5,"neutral or dissatisfied"
3,569,3,1,4,5,4,1,3,"neutral or dissatisfied"
5,813,5,5,5,2,4,4,5,"satisfied"
2,362,1,2,1,5,5,4,2,"neutral or dissatisfied"
2,329,2,0,4,1,5,4,2,"neutral or dissatisfied"
2,584,2,4,2,4,3,4,2,"neutral or dissatisfied"
5,2611,2,2,4,4,5,4,2,"satisfied"
2,1597,2,4,2,3,3,3,2,"neutral or dissatisfied"
5,1737,0,0,1,1,3,1,0,"satisfied"
1,1009,1,4,4,4,4,5,1,"neutral or dissatisfied"
5,3236,3,3,4,4,2,4,3,"satisfied"
4,2473,1,1,4,4,3,4,5,"satisfied"
3,1609,3,5,3,4,4,3,3,"neutral or dissatisfied"
3,3490,3,3,4,4,1,4,3,"satisfied"
3,860,3,3,2,4,1,3,3,"neutral or dissatisfied"
4,626,4,2,4,2,4,1,2,"neutral or dissatisfied"
3,236,3,0,5,5,5,2,3,"neutral or dissatisfied"
3,302,3,3,4,4,3,5,3,"neutral or dissatisfied"
4,534,4,5,3,5,4,3,4,"satisfied"
2,483,1,3,3,1,1,3,1,"neutral or dissatisfied"
4,605,5,5,5,5,4,5,2,"satisfied"
5,436,4,4,5,5,4,5,4,"satisfied"
4,674,4,3,1,3,2,1,4,"satisfied"
2,315,5,5,5,5,5,5,5,"satisfied"
3,2651,3,5,3,3,3,3,5,"neutral or dissatisfied"
5,997,3,5,1,3,3,1,3,"neutral or dissatisfied"
5,1754,4,4,5,5,5,4,4,"satisfied"
1,547,1,2,5,2,4,2,1,"neutral or dissatisfied"
2,163,3,0,5,5,5,2,2,"neutral or dissatisfied"
4,2139,3,3,4,2,5,4,3,"satisfied"
1,1269,1,4,5,4,3,5,1,"neutral or dissatisfied"
1,391,3,5,5,3,5,5,3,"neutral or dissatisfied"
1,726,1,3,3,4,4,5,1,"neutral or dissatisfied"
1,399,3,3,3,3,2,3,3,"neutral or dissatisfied"
0,236,1,5,2,2,3,3,0,"neutral or dissatisfied"
2,1011,2,4,2,5,3,1,2,"neutral or dissatisfied"
3,173,4,0,4,5,2,4,3,"satisfied"
2,859,2,5,4,4,5,3,2,"neutral or dissatisfied"
2,2521,1,1,1,1,1,1,1,"neutral or dissatisfied"
4,303,4,2,5,5,4,2,2,"satisfied"
2,1639,4,3,4,4,2,4,3,"neutral or dissatisfied"
4,3957,0,5,4,4,4,4,0,"satisfied"
1,539,1,5,2,2,3,4,1,"neutral or dissatisfied"
4,189,4,4,5,3,3,3,4,"satisfied"
3,199,3,5,3,3,3,2,5,"neutral or dissatisfied"
4,3587,0,5,3,3,3,3,1,"satisfied"
3,692,3,5,1,5,3,5,3,"neutral or dissatisfied"
5,3344,3,3,4,4,3,4,3,"satisfied"
5,347,5,5,4,4,3,4,5,"satisfied"
4,1084,2,2,4,4,3,4,2,"satisfied"
5,2366,1,1,5,5,5,5,3,"satisfied"
4,151,4,5,2,5,5,4,4,"satisfied"
2,363,2,5,5,2,5,3,2,"neutral or dissatisfied"
4,2218,2,2,4,4,3,4,2,"satisfied"
4,1011,4,4,2,4,1,2,4,"neutral or dissatisfied"
4,600,4,3,3,3,4,1,4,"neutral or dissatisfied"
3,3681,5,3,5,4,4,5,2,"neutral or dissatisfied"
4,569,3,3,5,5,5,5,3,"satisfied"
4,1399,4,4,5,4,5,5,4,"satisfied"
3,650,1,5,1,1,1,1,1,"neutral or dissatisfied"
4,282,4,1,5,2,2,4,4,"neutral or dissatisfied"
1,594,1,3,2,2,3,1,1,"neutral or dissatisfied"
2,373,2,5,3,3,4,1,2,"neutral or dissatisfied"
5,986,4,5,3,4,4,3,4,"satisfied"
5,1902,1,1,4,4,3,4,1,"satisfied"
3,1189,3,5,1,4,3,5,3,"neutral or dissatisfied"
1,979,4,1,4,4,5,4,3,"satisfied"
5,1524,1,1,4,4,5,4,5,"satisfied"
2,2248,2,5,3,3,3,5,2,"neutral or dissatisfied"
4,1174,4,5,1,3,5,3,4,"neutral or dissatisfied"
2,787,2,3,2,3,2,3,3,"neutral or dissatisfied"
3,214,3,0,2,2,3,5,3,"neutral or dissatisfied"
2,1464,2,3,2,2,2,2,3,"neutral or dissatisfied"
3,1091,3,3,2,1,1,1,3,"neutral or dissatisfied"
1,305,1,1,3,3,4,4,1,"neutral or dissatisfied"
5,2704,1,1,3,5,5,2,1,"neutral or dissatisfied"
2,134,2,2,1,2,1,4,2,"neutral or dissatisfied"
5,391,4,1,4,4,4,4,1,"satisfied"
3,515,5,5,5,5,4,5,5,"satisfied"
2,489,2,3,3,2,3,4,2,"neutral or dissatisfied"
3,143,1,1,5,5,3,5,1,"satisfied"
1,404,1,0,1,2,5,3,1,"neutral or dissatisfied"
4,3899,2,5,2,2,2,2,3,"neutral or dissatisfied"
1,666,1,0,2,1,1,4,1,"neutral or dissatisfied"
4,752,4,4,5,4,5,5,4,"neutral or dissatisfied"
5,3323,4,4,5,2,5,2,4,"satisfied"
5,3688,4,4,5,5,5,5,4,"satisfied"
4,1299,4,4,3,4,4,5,4,"satisfied"
5,1437,0,4,1,0,4,1,0,"satisfied"
2,862,2,2,1,3,3,4,2,"neutral or dissatisfied"
5,2095,1,1,5,3,4,3,1,"satisfied"
4,102,4,3,4,2,4,1,4,"satisfied"
4,507,4,3,4,4,4,4,4,"neutral or dissatisfied"
1,874,1,0,4,4,3,3,1,"neutral or dissatisfied"
5,842,2,2,5,5,3,5,1,"satisfied"
3,334,3,4,3,1,2,4,4,"neutral or dissatisfied"
2,208,2,2,5,3,2,2,2,"neutral or dissatisfied"
5,1026,1,1,5,3,5,3,1,"satisfied"
4,2091,5,5,4,5,5,2,5,"satisfied"
5,1869,4,4,4,4,5,4,5,"satisfied"
4,3341,3,2,3,3,4,3,2,"neutral or dissatisfied"
3,328,1,1,5,1,4,5,1,"neutral or dissatisfied"
5,2529,5,5,5,5,4,5,5,"satisfied"
2,432,2,4,2,4,4,5,2,"neutral or dissatisfied"
1,331,1,5,1,1,2,2,5,"neutral or dissatisfied"
4,895,4,5,4,4,3,3,4,"neutral or dissatisfied"
1,468,3,1,3,4,4,4,1,"neutral or dissatisfied"
4,507,3,3,4,4,4,4,3,"satisfied"
2,1635,2,3,2,1,2,3,3,"neutral or dissatisfied"
3,2093,2,1,3,3,2,3,4,"neutral or dissatisfied"
4,2718,4,4,5,5,3,5,4,"satisfied"
4,2552,2,2,4,3,3,2,2,"satisfied"
2,1390,2,2,2,1,2,2,2,"neutral or dissatisfied"
1,266,1,1,1,1,1,1,3,"neutral or dissatisfied"
0,247,0,0,3,4,3,3,0,"satisfied"
3,850,3,2,3,5,2,1,2,"neutral or dissatisfied"
4,304,4,5,4,4,2,4,5,"satisfied"
4,303,2,4,2,5,5,5,4,"neutral or dissatisfied"
4,544,0,5,1,0,2,1,0,"satisfied"
4,446,4,4,1,3,5,3,4,"neutral or dissatisfied"
3,369,3,5,3,3,1,3,5,"neutral or dissatisfied"
2,1276,2,5,3,2,4,3,2,"neutral or dissatisfied"
5,554,1,5,2,1,5,2,1,"neutral or dissatisfied"
5,743,4,4,5,3,5,3,4,"satisfied"
1,1635,1,2,1,2,2,3,2,"neutral or dissatisfied"
5,853,2,5,2,2,5,2,2,"neutral or dissatisfied"
4,2075,3,2,2,3,3,3,4,"neutral or dissatisfied"
5,258,5,1,5,2,5,1,1,"satisfied"
3,1756,2,3,2,2,1,2,4,"neutral or dissatisfied"
5,632,5,5,2,5,4,2,5,"satisfied"
1,1416,5,5,3,3,4,3,5,"satisfied"
3,209,2,2,2,2,3,2,2,"neutral or dissatisfied"
5,2090,4,4,4,4,3,4,4,"satisfied"
2,150,4,4,4,4,3,4,4,"satisfied"
3,2475,3,1,1,3,3,3,3,"neutral or dissatisfied"
4,1337,3,4,3,4,1,3,4,"neutral or dissatisfied"
3,2669,3,5,3,4,2,1,5,"neutral or dissatisfied"
2,337,2,5,2,5,4,5,2,"neutral or dissatisfied"
1,1576,2,5,3,4,5,4,1,"neutral or dissatisfied"
2,610,5,5,1,5,4,3,5,"satisfied"
3,737,3,4,4,3,3,3,4,"neutral or dissatisfied"
5,1913,5,5,4,5,3,4,5,"satisfied"
1,1721,1,4,5,3,5,3,1,"neutral or dissatisfied"
5,1182,3,3,4,4,5,4,3,"satisfied"
3,590,3,5,5,5,4,5,3,"neutral or dissatisfied"
3,1180,3,4,1,5,5,3,3,"neutral or dissatisfied"
4,3702,2,2,4,4,3,4,4,"satisfied"
3,808,2,5,2,2,4,2,5,"neutral or dissatisfied"
4,3134,2,2,5,2,4,3,2,"satisfied"
1,177,1,2,3,4,1,5,4,"neutral or dissatisfied"
2,1036,1,5,1,2,5,5,2,"neutral or dissatisfied"
4,89,4,4,3,5,3,5,4,"neutral or dissatisfied"
4,1599,2,3,2,2,4,2,3,"neutral or dissatisfied"
3,402,3,4,3,2,4,4,3,"neutral or dissatisfied"
4,301,5,3,5,4,4,3,3,"satisfied"
2,406,2,3,2,2,2,1,3,"neutral or dissatisfied"
3,481,3,2,5,2,1,4,3,"neutral or dissatisfied"
4,1823,2,4,2,3,4,2,4,"neutral or dissatisfied"
3,2288,3,3,1,1,2,2,3,"neutral or dissatisfied"
